,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
2404,2013-12-16,3,1424,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,Rejected
2405,2013-12-11,11,1068,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Warping,Rejected
2406,2013-12-04,17,1919,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Skewed,No Impact
2407,2013-11-29,3,2136,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,No Impact
2408,2013-11-27,3,89,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,No Impact
2409,2013-11-20,75,801,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Wrong Horizontal Scores,Rejected
2410,2013-11-20,13,534,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Wrong  Size,Rejected
2411,2013-11-20,4,445,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,Rejected
2412,2013-11-14,19,107,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Liner Misalignment,No Impact
2413,2013-11-11,75,45,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Wrong Horizontal Scores,No Impact
2414,2013-10-31,5,89,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Gap Variation,No Impact
2415,2013-10-22,9,1282,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Rejected
2416,2013-10-15,4,178,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Bad Seams,No Impact
2417,2013-10-11,9,1923,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Impact
2418,2013-10-07,9,935,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Impact
2419,2013-09-23,23,1,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Print defects,Rejected
2420,2013-09-18,23,1816,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",Print defects,Rejected
2421,2013-09-16,6,664,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",False scores,Rejected
2422,2013-09-09,19,1371,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",Liner Misalignment,Rejected
2423,2013-09-08,23,4984,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Print defects,No Impact
2424,2013-09-01,12,1282,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Delamination,Rejected
2425,2013-09-01,11,1033,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2426,2013-08-27,12,890,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Delamination,Rejected
2427,2013-08-27,12,17,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Delamination,Rejected
2428,2013-08-24,23,3,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Print defects,No Impact
2429,2013-08-19,11,13706,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Warping,Rejected
2430,2013-08-04,11,2065,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2431,2013-08-04,11,1780,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2432,2013-06-22,11,1780,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2433,2013-06-04,13,1595,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Wrong  Size,Impact
2434,2013-06-01,11,1460,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2435,2013-06-01,13,401,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Wrong  Size,No Impact
2436,2013-05-25,5,1335,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",Gap Variation,Rejected
2437,2013-04-24,1,89,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Dimensions - Bad Finishing,No Impact
2438,2013-04-19,12,2329,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Delamination,No Impact
2439,2013-04-19,11,1360,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2440,2013-04-16,3,1424,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,Rejected
2441,2013-04-11,11,1068,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Warping,Rejected
2442,2013-04-04,17,1919,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Skewed,No Impact
2443,2013-03-29,3,2136,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,No Impact
2444,2013-03-27,3,89,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,No Impact
2445,2013-03-20,75,801,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Wrong Horizontal Scores,Rejected
2446,2013-03-20,13,534,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Wrong  Size,Rejected
2447,2013-03-20,4,445,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Bad Seams,Rejected
2448,2013-03-14,19,107,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Liner Misalignment,No Impact
2449,2013-03-11,75,45,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Wrong Horizontal Scores,No Impact
2450,2013-03-03,5,89,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Gap Variation,No Impact
2451,2013-02-22,9,1282,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Rejected
2452,2013-02-15,4,178,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Bad Seams,No Impact
2453,2013-02-11,9,1923,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Impact
2454,2013-02-07,9,935,0,Reddoit,Mechanicals,Mechanicals,Corrugate,"Skokie, IL",Material Handling/ Shipping Requirements Error,Impact
2455,2013-01-23,23,1,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Print defects,Rejected
2456,2013-01-18,23,1816,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",Print defects,Rejected
2457,2013-01-16,6,664,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",False scores,Rejected
2458,2013-01-09,19,1371,0,Reddoit,Packaging,Packaging,Corrugate,"Appleton, WI",Liner Misalignment,Rejected
2459,2013-01-08,23,4984,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Print defects,No Impact
2460,2013-01-01,12,1282,0,Reddoit,Electrical,Electrical,Corrugate,"Grand Rapids, MI",Delamination,Rejected
2461,2013-01-01,11,1033,0,Reddoit,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Warping,No Impact
2462,2014-12-25,5,1748,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Gap Variation,Rejected
2463,2014-12-21,270,143,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Poor Pairing,Rejected
2464,2014-12-21,272,33,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Errors in Packaging,Rejected
2465,2014-12-21,11,1,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,Rejected
2466,2014-12-21,11,1,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,No Impact
2467,2014-12-11,11,1,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,No Impact
2468,2014-10-19,11,2,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,Rejected
2469,2014-10-17,273,31,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Wrong Fasteners,Rejected
2470,2014-10-15,11,1,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,Rejected
2471,2014-10-07,270,28,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Poor Pairing,Rejected
2472,2014-10-01,21,2179,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Folding - Wrong Crease,No Impact
2473,2014-09-08,33,123,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2474,2014-09-06,33,1068,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",No Bar Code,No Impact
2475,2014-09-01,33,481,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2476,2014-08-31,33,769,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2477,2014-08-31,33,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2478,2014-08-31,33,339,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2479,2014-08-25,33,486,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,No Bar Code,No Impact
2480,2014-08-25,270,214,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Poor Pairing,Impact
2481,2014-08-25,270,178,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Poor Pairing,Impact
2482,2014-08-19,270,712,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Poor Pairing,Impact
2483,2014-08-06,272,76,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Errors in Packaging,Rejected
2484,2014-07-15,24,6537,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Too Stiff,No Impact
2485,2014-06-23,11,1,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,Rejected
2486,2014-06-21,15,1068,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Scrap attached,Impact
2487,2014-06-21,270,534,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Poor Pairing,Impact
2488,2014-06-19,272,23,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Errors in Packaging,Rejected
2489,2014-06-18,270,45,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Poor Pairing,Impact
2490,2014-06-14,270,534,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Poor Pairing,Impact
2491,2014-06-03,20,89,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Scrap attached,Rejected
2492,2014-05-28,17,2,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Skewed,No Impact
2493,2014-04-26,4,445,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Rejected
2494,2014-04-14,3,890,0,Reddoit,Logistics,Logistics,Corrugate,"Davenport, IA",Bad Seams,Impact
2495,2014-03-30,22,161,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Incorrect Vertical Size,Rejected
2496,2014-03-25,11,267,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Warping,Rejected
2497,2014-03-13,5,534,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Gap Variation,No Impact
2498,2014-02-25,11,356,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Warping,Rejected
2499,2014-02-21,4,223,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Bad Seams,Rejected
2500,2014-02-21,4,107,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Bad Seams,No Impact
2501,2014-01-29,5,112,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Gap Variation,No Impact
2502,2014-01-08,23,8715,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Print defects,No Impact
2503,2013-12-09,2,178,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,No Impact
2504,2013-11-25,4,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2505,2013-11-25,17,67,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Skewed,No Impact
2506,2013-11-06,4,23,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2507,2013-11-05,9,2,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Material Handling/ Shipping Requirements Error,No Impact
2508,2013-10-29,5,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Gap Variation,No Impact
2509,2013-10-21,4,441,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,Rejected
2510,2013-10-21,4,107,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2511,2013-10-21,11,67,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Warping,No Impact
2512,2013-10-07,4,534,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2513,2013-10-07,4,356,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2514,2013-10-07,3,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2515,2013-10-04,4,36,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2516,2013-10-01,4,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2517,2013-09-26,4,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2518,2013-09-26,6,18,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",False scores,No Impact
2519,2013-09-16,4,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2520,2013-09-07,5,152,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Gap Variation,No Impact
2521,2013-08-28,5,428,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Gap Variation,No Impact
2522,2013-08-26,4,114,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2523,2013-08-18,2,267,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2524,2013-08-14,6,267,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",False scores,No Impact
2525,2013-08-11,17,401,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Skewed,No Impact
2526,2013-08-11,4,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2527,2013-08-11,4,27,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2528,2013-07-30,4,290,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2529,2013-07-30,4,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2530,2013-07-30,2,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2531,2013-07-30,4,36,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2532,2013-07-30,3,27,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2533,2013-07-20,23,2136,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Print defects,No Impact
2534,2013-07-20,2,312,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2535,2013-07-20,4,283,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
2536,2013-07-17,2,423,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2537,2013-07-17,4,250,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2538,2013-07-16,4,134,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
2539,2013-07-16,2,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
2540,2013-07-09,22,2670,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Incorrect Vertical Size,Rejected
2541,2013-07-04,1,112,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Dimensions - Bad Finishing,No Impact
2542,2013-07-03,3,178,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2543,2013-07-03,5,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Gap Variation,No Impact
2544,2013-07-03,2,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2545,2013-07-03,3,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2546,2013-07-01,4,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2547,2013-07-01,2,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Rejected
2548,2013-07-01,5,54,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Gap Variation,No Impact
2549,2013-07-01,4,27,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2550,2013-06-30,4,134,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2551,2013-06-30,6,72,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,False scores,Impact
2552,2013-06-30,4,58,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
2553,2013-06-30,6,32,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,False scores,Impact
2554,2013-06-30,4,18,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Impact
2555,2013-06-29,3,534,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2556,2013-06-24,2,178,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,Rejected
2557,2013-06-18,23,5340,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Print defects,No Impact
2558,2013-06-18,4,27,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2559,2013-06-16,3,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2560,2013-06-16,3,512,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2561,2013-06-16,3,267,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2562,2013-06-16,3,267,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2563,2013-06-16,3,267,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2564,2013-06-16,2,245,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2565,2013-06-16,11,187,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Warping,No Impact
2566,2013-06-16,3,178,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2567,2013-06-16,3,139,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2568,2013-06-16,3,89,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2569,2013-06-13,23,13073,0,Reddoit,Logistics,Logistics,Corrugate,"Milwaukee, Wi",Print defects,Impact
2570,2013-05-27,23,2136,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Print defects,No Impact
2571,2013-05-21,19,23,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Liner Misalignment,No Impact
2572,2013-05-20,4,27,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,Rejected
2573,2013-05-19,23,89,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Print defects,No Impact
2574,2013-05-11,4,401,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
2575,2013-04-24,2,2670,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
2576,2013-04-24,3,2670,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
2577,2013-04-24,3,534,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,Impact
2578,2013-04-09,2,178,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Bad Seams,No Impact
2579,2013-03-25,4,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2580,2013-03-25,17,67,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Skewed,No Impact
2581,2013-03-06,4,23,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2582,2013-03-05,9,2,0,Reddoit,Logistics,Logistics,Corrugate,"Springfield, IL",Material Handling/ Shipping Requirements Error,No Impact
2583,2013-03-01,5,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Gap Variation,No Impact
2584,2013-02-21,4,441,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,Rejected
2585,2013-02-21,4,107,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2586,2013-02-21,11,67,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Warping,No Impact
2587,2013-02-07,4,534,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2588,2013-02-07,4,356,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2589,2013-02-07,3,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2590,2013-02-04,4,36,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2591,2013-02-01,4,45,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2592,2013-01-26,4,89,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2593,2013-01-26,6,18,0,Reddoit,Logistics,Logistics,Corrugate,"Madison, WI",False scores,No Impact
2594,2013-01-16,4,534,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Bad Seams,No Impact
2595,2013-01-07,5,152,0,Reddoit,Logistics,Logistics,Corrugate,Cincinnati OH,Gap Variation,No Impact
2596,2014-10-30,25,312,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Misc,Impact
2597,2014-10-28,21,342,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Folding - Wrong Crease,Impact
2598,2014-10-28,21,134,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Folding - Wrong Crease,No Impact
2599,2014-10-20,23,1433,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Print defects,Rejected
2600,2014-10-13,265,957,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Damaged in Transit,Rejected
2601,2014-09-22,23,574,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Print defects,Impact
2602,2014-09-03,12,2,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Delamination,No Impact
2603,2014-08-31,270,1492,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Poor Pairing,No Impact
2604,2014-08-31,5,223,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Impact
2605,2014-08-03,215,45,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Wrong Bands,No Impact
2606,2014-07-20,16,21,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Wrinkles / Scratches/ Scuffing,No Impact
2607,2014-07-12,272,18,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Errors in Packaging,No Impact
2608,2014-06-21,215,89,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Wrong Bands,Impact
2609,2014-06-04,273,72,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Fasteners,No Impact
2610,2014-06-04,273,9,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Fasteners,No Impact
2611,2014-06-03,272,58,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Errors in Packaging,No Impact
2612,2014-06-03,12,22,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Delamination,No Impact
2613,2014-06-03,12,18,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Delamination,No Impact
2614,2014-06-03,273,14,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Fasteners,No Impact
2615,2014-05-20,1,14418,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Dimensions - Bad Finishing,Rejected
2616,2014-05-20,23,89,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Print defects,No Impact
2617,2014-04-29,17,45,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Skewed,No Impact
2618,2014-04-29,3,29,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,No Impact
2619,2014-04-29,3,15,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,No Impact
2620,2014-04-24,58,45,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Incorrect Material,Impact
2621,2014-03-26,3,534,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Rejected
2622,2014-03-09,2,401,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Impact
2623,2014-03-09,2,178,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Impact
2624,2014-02-27,19,8,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Liner Misalignment,No Impact
2625,2014-02-01,58,1795,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Incorrect Material,Impact
2626,2013-12-31,15,2136,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Scrap attached,No Impact
2627,2013-12-19,12,89,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Delamination,Rejected
2628,2013-11-29,4,392,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Rejected
2629,2013-11-12,89,9,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Mixed Product,No Impact
2630,2013-10-27,109,2,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Wrong Shade of Color,No Impact
2631,2013-10-23,4,70,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Rejected
2632,2013-10-22,22,167,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Incorrect Vertical Size,Rejected
2633,2013-10-22,5,147,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2634,2013-09-24,3,58,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Impact
