AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DELAY_LEVEL
EV,ATL,HPN,2015-01-01 09:42:00,09:41:00,-1.0,11:55:00,11:47:00,-8.0,133.0,126.0,0
HA,HNL,LIH,2015-01-01 09:42:00,10:07:00,25.0,10:20:00,10:48:00,28.0,38.0,41.0,1
AS,SCC,BRW,2015-01-01 09:43:00,09:39:00,-4.0,10:33:00,10:28:00,-5.0,50.0,49.0,0
B6,BOS,FLL,2015-01-01 09:43:00,10:30:00,47.0,13:14:00,13:43:00,29.0,211.0,193.0,2
EV,DTW,EWR,2015-01-01 09:43:00,09:51:00,8.0,11:29:00,11:12:00,-17.0,106.0,81.0,1
NK,DTW,RSW,2015-01-01 09:43:00,09:59:00,16.0,12:37:00,12:40:00,3.0,174.0,161.0,1
OO,SLC,BIL,2015-01-01 09:43:00,09:41:00,-2.0,11:19:00,11:08:00,-11.0,96.0,87.0,0
DL,ATL,STT,2015-01-01 09:44:00,09:41:00,-3.0,14:22:00,13:53:00,-29.0,218.0,192.0,0
DL,ATL,JAC,2015-01-01 09:44:00,09:41:00,-3.0,11:58:00,11:33:00,-25.0,254.0,232.0,0
B6,TPA,BOS,2015-01-01 09:44:00,09:46:00,2.0,12:34:00,12:51:00,17.0,170.0,185.0,0
US,PHX,EWR,2015-01-01 09:45:00,09:43:00,-2.0,16:23:00,15:54:00,-29.0,278.0,251.0,0
US,CLT,SJU,2015-01-01 09:45:00,09:45:00,0.0,14:14:00,14:21:00,7.0,209.0,216.0,0
US,PHL,STT,2015-01-01 09:45:00,09:40:00,-5.0,14:39:00,14:02:00,-37.0,234.0,202.0,0
US,ORD,PHL,2015-01-01 09:45:00,09:43:00,-2.0,12:39:00,12:27:00,-12.0,114.0,104.0,0
US,CLT,PHX,2015-01-01 09:45:00,09:47:00,2.0,12:29:00,12:31:00,2.0,284.0,284.0,0
US,CLT,LAX,2015-01-01 09:45:00,09:42:00,-3.0,12:13:00,12:03:00,-10.0,328.0,321.0,0
US,MCO,PHX,2015-01-01 09:45:00,09:41:00,-4.0,12:28:00,12:23:00,-5.0,283.0,282.0,0
UA,SAN,IAH,2015-01-01 09:45:00,09:41:00,-4.0,14:55:00,14:40:00,-15.0,190.0,179.0,0
VX,LAS,LAX,2015-01-01 09:45:00,09:47:00,2.0,10:55:00,10:46:00,-9.0,70.0,59.0,0
WN,ATL,IND,2015-01-01 09:45:00,09:51:00,6.0,11:20:00,11:16:00,-4.0,95.0,85.0,1
WN,BWI,MCI,2015-01-01 09:45:00,09:43:00,-2.0,11:45:00,11:47:00,2.0,180.0,184.0,0
WN,DAL,MDW,2015-01-01 09:45:00,09:46:00,1.0,12:00:00,11:34:00,-26.0,135.0,108.0,0
WN,DTW,DEN,2015-01-01 09:45:00,09:44:00,-1.0,11:05:00,10:57:00,-8.0,200.0,193.0,0
WN,ELP,LAS,2015-01-01 09:45:00,09:40:00,-5.0,10:35:00,10:21:00,-14.0,110.0,101.0,0
WN,LAS,SJC,2015-01-01 09:45:00,09:43:00,-2.0,11:10:00,10:56:00,-14.0,85.0,73.0,0
WN,MCO,BNA,2015-01-01 09:45:00,09:43:00,-2.0,10:40:00,10:35:00,-5.0,115.0,112.0,0
WN,ABQ,LAX,2015-01-01 09:45:00,09:47:00,2.0,10:55:00,10:57:00,2.0,130.0,130.0,0
WN,PHX,PDX,2015-01-01 09:45:00,09:46:00,1.0,11:40:00,11:31:00,-9.0,175.0,165.0,0
WN,SAN,IAD,2015-01-01 09:45:00,09:50:00,5.0,17:25:00,17:14:00,-11.0,280.0,264.0,0
WN,SNA,SJC,2015-01-01 09:45:00,09:42:00,-3.0,11:00:00,10:51:00,-9.0,75.0,69.0,0
UA,SFO,IAH,2015-01-01 09:45:00,09:41:00,-4.0,15:35:00,15:20:00,-15.0,230.0,219.0,0
UA,ORD,JAC,2015-01-01 09:45:00,09:47:00,2.0,12:10:00,12:03:00,-7.0,205.0,196.0,0
US,PHX,CLT,2015-01-01 09:45:00,09:42:00,-3.0,15:42:00,15:21:00,-21.0,237.0,219.0,0
AA,LGA,ORD,2015-01-01 09:45:00,09:33:00,-12.0,11:25:00,11:21:00,-4.0,160.0,168.0,0
AA,DFW,OKC,2015-01-01 09:45:00,09:45:00,0.0,10:40:00,11:10:00,30.0,55.0,85.0,0
AA,LGA,MIA,2015-01-01 09:45:00,09:39:00,-6.0,13:00:00,12:52:00,-8.0,195.0,193.0,0
AA,TUS,DFW,2015-01-01 09:45:00,09:42:00,-3.0,12:55:00,12:48:00,-7.0,130.0,126.0,0
AS,PDX,ANC,2015-01-01 09:45:00,09:37:00,-8.0,12:52:00,12:31:00,-21.0,247.0,234.0,0
AS,ANC,PHX,2015-01-01 09:45:00,09:38:00,-7.0,17:30:00,17:01:00,-29.0,345.0,323.0,0
AS,GEG,SEA,2015-01-01 09:45:00,09:41:00,-4.0,10:54:00,10:48:00,-6.0,69.0,67.0,0
B6,EWR,FLL,2015-01-01 09:45:00,10:05:00,20.0,12:52:00,12:55:00,3.0,187.0,170.0,1
DL,TPA,ATL,2015-01-01 09:45:00,09:41:00,-4.0,11:17:00,11:08:00,-9.0,92.0,87.0,0
DL,LAX,MCO,2015-01-01 09:45:00,09:42:00,-3.0,17:23:00,17:24:00,1.0,278.0,282.0,0
DL,ATL,LGA,2015-01-01 09:45:00,09:45:00,0.0,11:59:00,11:51:00,-8.0,134.0,126.0,0
DL,MCO,MSP,2015-01-01 09:45:00,09:48:00,3.0,12:16:00,12:14:00,-2.0,211.0,206.0,0
DL,SJU,ATL,2015-01-01 09:45:00,09:38:00,-7.0,12:41:00,12:28:00,-13.0,236.0,230.0,0
DL,ATL,EYW,2015-01-01 09:45:00,09:42:00,-3.0,11:41:00,11:20:00,-21.0,116.0,98.0,0
DL,GEG,MSP,2015-01-01 09:45:00,09:56:00,11.0,14:37:00,14:41:00,4.0,172.0,165.0,1
DL,SLC,SAN,2015-01-01 09:45:00,09:44:00,-1.0,10:42:00,10:37:00,-5.0,117.0,113.0,0
DL,BOS,ATL,2015-01-01 09:45:00,09:44:00,-1.0,12:49:00,12:44:00,-5.0,184.0,180.0,0
EV,BOS,CLE,2015-01-01 09:45:00,09:37:00,-8.0,12:00:00,11:48:00,-12.0,135.0,131.0,0
EV,BNA,EWR,2015-01-01 09:45:00,09:40:00,-5.0,12:54:00,12:35:00,-19.0,129.0,115.0,0
EV,ORD,GRB,2015-01-01 09:45:00,09:46:00,1.0,10:42:00,10:40:00,-2.0,57.0,54.0,0
EV,ORD,ATW,2015-01-01 09:45:00,09:36:00,-9.0,10:41:00,10:24:00,-17.0,56.0,48.0,0
F9,LGA,MIA,2015-01-01 09:45:00,10:19:00,34.0,13:05:00,13:08:00,3.0,200.0,169.0,1
MQ,ORD,SYR,2015-01-01 09:45:00,09:43:00,-2.0,12:23:00,12:03:00,-20.0,98.0,80.0,0
MQ,LBB,DFW,2015-01-01 09:45:00,12:34:00,169.0,10:50:00,13:51:00,181.0,65.0,77.0,2
MQ,DFW,FSD,2015-01-01 09:45:00,09:47:00,2.0,11:48:00,12:36:00,48.0,123.0,169.0,0
OO,ORD,MKG,2015-01-01 09:45:00,09:31:00,-14.0,11:38:00,11:19:00,-19.0,53.0,48.0,0
OO,CVG,DTW,2015-01-01 09:45:00,09:36:00,-9.0,11:02:00,10:39:00,-23.0,77.0,63.0,0
OO,SLC,OAK,2015-01-01 09:45:00,09:45:00,0.0,10:59:00,10:30:00,-29.0,134.0,105.0,0
OO,SLC,TUS,2015-01-01 09:45:00,09:43:00,-2.0,11:45:00,11:29:00,-16.0,120.0,106.0,0
OO,AUS,IAH,2015-01-01 09:45:00,10:10:00,25.0,10:40:00,11:06:00,26.0,55.0,56.0,1
OO,LAX,DFW,2015-01-01 09:45:00,09:45:00,0.0,14:54:00,15:02:00,8.0,189.0,197.0,0
OO,FAT,LAX,2015-01-01 09:45:00,09:45:00,0.0,11:10:00,11:05:00,-5.0,85.0,80.0,0
OO,YUM,PHX,2015-01-01 09:45:00,09:47:00,2.0,10:35:00,10:34:00,-1.0,50.0,47.0,0
OO,PHX,YUM,2015-01-01 09:45:00,09:46:00,1.0,10:45:00,10:46:00,1.0,60.0,60.0,0
DL,SLC,CVG,2015-01-01 09:46:00,09:43:00,-3.0,15:10:00,14:56:00,-14.0,204.0,193.0,0
EV,OMA,IAH,2015-01-01 09:46:00,09:46:00,0.0,12:09:00,12:25:00,16.0,143.0,159.0,0
US,PHX,STL,2015-01-01 09:47:00,09:47:00,0.0,13:40:00,13:27:00,-13.0,173.0,160.0,0
UA,ORD,DFW,2015-01-01 09:47:00,17:59:00,492.0,12:28:00,20:54:00,506.0,161.0,175.0,2
DL,BWI,DTW,2015-01-01 09:47:00,09:39:00,-8.0,11:25:00,11:14:00,-11.0,98.0,95.0,0
UA,IAD,ORD,2015-01-01 09:48:00,10:03:00,15.0,10:54:00,11:06:00,12.0,126.0,123.0,1
UA,TPA,EWR,2015-01-01 09:48:00,09:42:00,-6.0,12:25:00,12:14:00,-11.0,157.0,152.0,0
UA,ORD,DEN,2015-01-01 09:48:00,09:58:00,10.0,11:36:00,11:31:00,-5.0,168.0,153.0,1
US,PHX,DCA,2015-01-01 09:48:00,09:45:00,-3.0,16:01:00,15:38:00,-23.0,253.0,233.0,0
EV,IND,IAD,2015-01-01 09:48:00,09:45:00,-3.0,11:25:00,11:06:00,-19.0,97.0,81.0,0
OO,PHX,FLG,2015-01-01 09:48:00,10:12:00,24.0,10:40:00,11:22:00,42.0,52.0,70.0,1
UA,ORD,BZN,2015-01-01 09:49:00,09:49:00,0.0,12:16:00,12:03:00,-13.0,207.0,194.0,0
UA,SFO,KOA,2015-01-01 09:49:00,09:49:00,0.0,13:15:00,13:18:00,3.0,326.0,329.0,0
EV,IAD,BDL,2015-01-01 09:49:00,09:40:00,-9.0,11:08:00,10:46:00,-22.0,79.0,66.0,0
US,PHX,FLL,2015-01-01 09:50:00,11:17:00,87.0,16:11:00,17:20:00,69.0,261.0,243.0,2
US,CLT,FLL,2015-01-01 09:50:00,09:43:00,-7.0,11:58:00,11:39:00,-19.0,128.0,116.0,0
US,PHX,AUS,2015-01-01 09:50:00,09:45:00,-5.0,13:09:00,12:58:00,-11.0,139.0,133.0,0
US,CLT,ORD,2015-01-01 09:50:00,09:40:00,-10.0,11:04:00,11:09:00,5.0,134.0,149.0,0
US,SAT,CLT,2015-01-01 09:50:00,09:47:00,-3.0,13:30:00,13:19:00,-11.0,160.0,152.0,0
US,CLT,PIT,2015-01-01 09:50:00,10:26:00,36.0,11:19:00,11:42:00,23.0,89.0,76.0,1
VX,SEA,SFO,2015-01-01 09:50:00,09:58:00,8.0,11:55:00,11:53:00,-2.0,125.0,115.0,1
WN,ATL,TPA,2015-01-01 09:50:00,09:47:00,-3.0,11:20:00,11:14:00,-6.0,90.0,87.0,0
WN,BOI,OAK,2015-01-01 09:50:00,09:50:00,0.0,10:35:00,10:19:00,-16.0,105.0,89.0,0
WN,BWI,BHM,2015-01-01 09:50:00,09:46:00,-4.0,11:10:00,10:56:00,-14.0,140.0,130.0,0
WN,DCA,MKE,2015-01-01 09:50:00,09:45:00,-5.0,11:00:00,10:56:00,-4.0,130.0,131.0,0
WN,FLL,BUF,2015-01-01 09:50:00,09:56:00,6.0,12:50:00,13:13:00,23.0,180.0,197.0,1
WN,FLL,DAL,2015-01-01 09:50:00,09:48:00,-2.0,12:05:00,11:49:00,-16.0,195.0,181.0,0
WN,LAS,ELP,2015-01-01 09:50:00,10:01:00,11.0,12:25:00,12:41:00,16.0,95.0,100.0,1
WN,LAS,MDW,2015-01-01 09:50:00,09:53:00,3.0,15:15:00,15:01:00,-14.0,205.0,188.0,0
WN,LAS,SNA,2015-01-01 09:50:00,09:45:00,-5.0,10:55:00,10:41:00,-14.0,65.0,56.0,0
WN,LAX,ABQ,2015-01-01 09:50:00,09:43:00,-7.0,12:35:00,12:32:00,-3.0,105.0,109.0,0
WN,MCO,AUS,2015-01-01 09:50:00,09:51:00,1.0,11:45:00,11:36:00,-9.0,175.0,165.0,0
WN,MCO,MKE,2015-01-01 09:50:00,09:45:00,-5.0,11:45:00,11:40:00,-5.0,175.0,175.0,0
WN,MDW,ABQ,2015-01-01 09:50:00,09:45:00,-5.0,12:00:00,12:22:00,22.0,190.0,217.0,0
WN,OAK,BUR,2015-01-01 09:50:00,09:46:00,-4.0,10:55:00,10:49:00,-6.0,65.0,63.0,0
WN,ATL,FLL,2015-01-01 09:50:00,10:03:00,13.0,11:50:00,11:44:00,-6.0,120.0,101.0,1
WN,SMF,LAX,2015-01-01 09:50:00,09:45:00,-5.0,11:10:00,11:10:00,0.0,80.0,85.0,0
WN,HOU,SAT,2015-01-01 09:50:00,10:41:00,51.0,10:45:00,11:36:00,51.0,55.0,55.0,2
US,PHX,DTW,2015-01-01 09:50:00,09:49:00,-1.0,15:43:00,15:15:00,-28.0,233.0,206.0,0
US,PHX,BWI,2015-01-01 09:50:00,09:51:00,1.0,16:11:00,15:47:00,-24.0,261.0,236.0,0
AA,LAX,IAD,2015-01-01 09:50:00,09:46:00,-4.0,17:35:00,17:11:00,-24.0,285.0,265.0,0
AA,DFW,EWR,2015-01-01 09:50:00,10:14:00,24.0,14:05:00,14:11:00,6.0,195.0,177.0,1
AA,DFW,TUS,2015-01-01 09:50:00,09:43:00,-7.0,11:15:00,11:31:00,16.0,145.0,168.0,0
AA,IAH,MIA,2015-01-01 09:50:00,11:20:00,90.0,13:10:00,14:39:00,89.0,140.0,139.0,2
AA,ORD,BOS,2015-01-01 09:50:00,09:59:00,9.0,12:55:00,12:55:00,0.0,125.0,116.0,1
AA,LAX,AUS,2015-01-01 09:50:00,09:50:00,0.0,14:45:00,14:48:00,3.0,175.0,178.0,0
AA,SJU,DFW,2015-01-01 09:50:00,09:40:00,-10.0,13:10:00,13:00:00,-10.0,320.0,320.0,0
AA,LAX,SFO,2015-01-01 09:50:00,09:52:00,2.0,11:15:00,11:08:00,-7.0,85.0,76.0,0
AS,PDX,LAX,2015-01-01 09:50:00,09:52:00,2.0,12:15:00,12:03:00,-12.0,145.0,131.0,0
AS,SEA,LAS,2015-01-01 09:50:00,09:47:00,-3.0,12:07:00,12:03:00,-4.0,137.0,136.0,0
AS,PDX,DCA,2015-01-01 09:50:00,09:50:00,0.0,17:40:00,17:27:00,-13.0,290.0,277.0,0
AS,SEA,HNL,2015-01-01 09:50:00,09:50:00,0.0,14:05:00,14:02:00,-3.0,375.0,372.0,0
AA,ORD,PSP,2015-01-01 09:50:00,09:56:00,6.0,12:05:00,12:03:00,-2.0,255.0,247.0,1
B6,JFK,FLL,2015-01-01 09:50:00,10:13:00,23.0,12:56:00,13:14:00,18.0,186.0,181.0,1
B6,DCA,MCO,2015-01-01 09:50:00,10:04:00,14.0,12:19:00,12:22:00,3.0,149.0,138.0,1
DL,ATL,AUS,2015-01-01 09:50:00,09:49:00,-1.0,11:32:00,11:03:00,-29.0,162.0,134.0,0
DL,ATL,BWI,2015-01-01 09:50:00,09:45:00,-5.0,11:43:00,11:25:00,-18.0,113.0,100.0,0
DL,ATL,JFK,2015-01-01 09:50:00,09:49:00,-1.0,11:58:00,11:51:00,-7.0,128.0,122.0,0
DL,SLC,ATL,2015-01-01 09:50:00,09:57:00,7.0,15:33:00,15:32:00,-1.0,223.0,215.0,1
DL,SLC,LAX,2015-01-01 09:50:00,09:52:00,2.0,10:46:00,11:00:00,14.0,116.0,128.0,0
EV,MSP,EWR,2015-01-01 09:50:00,09:43:00,-7.0,13:32:00,13:19:00,-13.0,162.0,156.0,0
EV,ATL,LEX,2015-01-01 09:50:00,09:44:00,-6.0,11:02:00,10:50:00,-12.0,72.0,66.0,0
EV,LGA,SAV,2015-01-01 09:50:00,12:09:00,139.0,12:24:00,14:04:00,100.0,154.0,115.0,2
HA,SFO,OGG,2015-01-01 09:50:00,10:18:00,28.0,13:15:00,13:36:00,21.0,325.0,318.0,1
HA,SJC,HNL,2015-01-01 09:50:00,12:41:00,171.0,13:25:00,16:31:00,186.0,335.0,350.0,2
MQ,ORD,MSP,2015-01-01 09:50:00,09:56:00,6.0,11:13:00,11:15:00,2.0,83.0,79.0,1
MQ,FNT,ORD,2015-01-01 09:50:00,09:43:00,-7.0,10:20:00,10:19:00,-1.0,90.0,96.0,0
MQ,PNS,DFW,2015-01-01 09:50:00,09:45:00,-5.0,11:55:00,11:51:00,-4.0,125.0,126.0,0
MQ,BNA,LGA,2015-01-01 09:50:00,09:43:00,-7.0,12:55:00,12:39:00,-16.0,125.0,116.0,0
MQ,CMI,ORD,2015-01-01 09:50:00,09:43:00,-7.0,10:55:00,10:57:00,2.0,65.0,74.0,0
MQ,LGA,DTW,2015-01-01 09:50:00,09:42:00,-8.0,11:48:00,12:02:00,14.0,118.0,140.0,0
NK,DTW,FLL,2015-01-01 09:50:00,10:14:00,24.0,12:57:00,13:09:00,12.0,187.0,175.0,1
OO,PDX,SLC,2015-01-01 09:50:00,09:58:00,8.0,12:40:00,12:39:00,-1.0,110.0,101.0,1
OO,SBN,MSP,2015-01-01 09:50:00,09:45:00,-5.0,10:31:00,10:29:00,-2.0,101.0,104.0,0
OO,SLC,FCA,2015-01-01 09:50:00,10:08:00,18.0,11:49:00,12:03:00,14.0,119.0,115.0,1
OO,PHX,GJT,2015-01-01 09:50:00,09:56:00,6.0,11:25:00,11:35:00,10.0,95.0,99.0,1
OO,SLC,BTM,2015-01-01 09:50:00,09:50:00,0.0,11:15:00,11:30:00,15.0,85.0,100.0,0
DL,ATL,LAX,2015-01-01 09:51:00,09:50:00,-1.0,12:04:00,12:08:00,4.0,313.0,318.0,0
B6,FLL,LGA,2015-01-01 09:51:00,09:54:00,3.0,12:36:00,12:35:00,-1.0,165.0,161.0,0
EV,ATL,GSO,2015-01-01 09:51:00,09:49:00,-2.0,11:10:00,11:01:00,-9.0,79.0,72.0,0
OO,LAX,SEA,2015-01-01 09:51:00,09:38:00,-13.0,12:50:00,12:38:00,-12.0,179.0,180.0,0
UA,ORD,SEA,2015-01-01 09:52:00,10:11:00,19.0,12:30:00,12:31:00,1.0,278.0,260.0,1
UA,SFO,ORD,2015-01-01 09:52:00,09:46:00,-6.0,16:08:00,16:01:00,-7.0,256.0,255.0,0
B6,JFK,SYR,2015-01-01 09:52:00,09:45:00,-7.0,11:03:00,11:02:00,-1.0,71.0,77.0,0
EV,ATL,EVV,2015-01-01 09:52:00,09:43:00,-9.0,10:15:00,10:06:00,-9.0,83.0,83.0,0
OO,PHX,ABQ,2015-01-01 09:52:00,09:51:00,-1.0,11:10:00,11:15:00,5.0,78.0,84.0,0
EV,ATL,XNA,2015-01-01 09:53:00,09:44:00,-9.0,10:59:00,10:42:00,-17.0,126.0,118.0,0
US,PHX,DFW,2015-01-01 09:54:00,10:33:00,39.0,13:18:00,13:51:00,33.0,144.0,138.0,1
OO,PHX,TUS,2015-01-01 09:54:00,09:52:00,-2.0,10:48:00,10:57:00,9.0,54.0,65.0,0
OO,PHX,DRO,2015-01-01 09:54:00,09:45:00,-9.0,11:19:00,11:06:00,-13.0,85.0,81.0,0
OO,DEN,JMS,2015-01-01 09:55:00,12:13:00,138.0,12:48:00,14:49:00,121.0,113.0,96.0,2
UA,DEN,AUS,2015-01-01 09:55:00,10:06:00,11.0,13:04:00,13:39:00,35.0,129.0,153.0,1
US,CLT,EWR,2015-01-01 09:55:00,09:50:00,-5.0,11:50:00,11:49:00,-1.0,115.0,119.0,0
UA,DEN,PIT,2015-01-01 09:55:00,10:20:00,25.0,14:51:00,15:07:00,16.0,176.0,167.0,1
UA,DEN,CLE,2015-01-01 09:55:00,10:11:00,16.0,14:45:00,14:35:00,-10.0,170.0,144.0,1
OO,DEN,MEM,2015-01-01 09:55:00,10:05:00,10.0,13:15:00,13:26:00,11.0,140.0,141.0,1
WN,ATL,MSP,2015-01-01 09:55:00,09:50:00,-5.0,11:40:00,11:35:00,-5.0,165.0,165.0,0
WN,BOS,ATL,2015-01-01 09:55:00,09:59:00,4.0,13:00:00,13:02:00,2.0,185.0,183.0,0
WN,BUR,SJC,2015-01-01 09:55:00,09:49:00,-6.0,11:00:00,10:50:00,-10.0,65.0,61.0,0
WN,BWI,MCO,2015-01-01 09:55:00,09:56:00,1.0,12:20:00,12:30:00,10.0,145.0,154.0,0
WN,DAY,DEN,2015-01-01 09:55:00,09:51:00,-4.0,11:10:00,10:55:00,-15.0,195.0,184.0,0
WN,DCA,MDW,2015-01-01 09:55:00,09:50:00,-5.0,11:10:00,11:02:00,-8.0,135.0,132.0,0
WN,LAX,PHX,2015-01-01 09:55:00,14:52:00,297.0,12:10:00,17:02:00,292.0,75.0,70.0,2
WN,MCO,SJU,2015-01-01 09:55:00,09:51:00,-4.0,13:40:00,13:25:00,-15.0,165.0,154.0,0
WN,MDW,MSY,2015-01-01 09:55:00,09:53:00,-2.0,12:10:00,12:11:00,1.0,135.0,138.0,0
WN,ABQ,PHX,2015-01-01 09:55:00,10:03:00,8.0,11:10:00,11:35:00,25.0,75.0,92.0,1
WN,ALB,BWI,2015-01-01 09:55:00,09:50:00,-5.0,11:20:00,10:56:00,-24.0,85.0,66.0,0
WN,PHX,LAS,2015-01-01 09:55:00,09:55:00,0.0,10:00:00,10:06:00,6.0,65.0,71.0,0
WN,PIT,MDW,2015-01-01 09:55:00,09:49:00,-6.0,10:45:00,10:20:00,-25.0,110.0,91.0,0
WN,PNS,BNA,2015-01-01 09:55:00,09:50:00,-5.0,11:15:00,11:04:00,-11.0,80.0,74.0,0
WN,SFO,LAS,2015-01-01 09:55:00,09:50:00,-5.0,11:20:00,11:15:00,-5.0,85.0,85.0,0
WN,ORF,MCO,2015-01-01 09:55:00,10:25:00,30.0,11:55:00,12:29:00,34.0,120.0,124.0,1
UA,SFO,LAX,2015-01-01 09:55:00,09:50:00,-5.0,11:29:00,11:22:00,-7.0,94.0,92.0,0
UA,DEN,BWI,2015-01-01 09:55:00,15:31:00,336.0,15:15:00,20:25:00,310.0,200.0,174.0,2
UA,RSW,EWR,2015-01-01 09:55:00,09:50:00,-5.0,12:44:00,12:22:00,-22.0,169.0,152.0,0
US,PHX,MCO,2015-01-01 09:55:00,10:17:00,22.0,16:04:00,16:16:00,12.0,249.0,239.0,1
US,PHX,TPA,2015-01-01 09:55:00,09:54:00,-1.0,15:50:00,15:39:00,-11.0,235.0,225.0,0
US,PHX,MCI,2015-01-01 09:55:00,09:55:00,0.0,13:33:00,13:24:00,-9.0,158.0,149.0,0
US,SJC,PHX,2015-01-01 09:55:00,10:23:00,28.0,12:39:00,13:01:00,22.0,104.0,98.0,1
AA,DCA,ORD,2015-01-01 09:55:00,09:55:00,0.0,11:05:00,11:01:00,-4.0,130.0,126.0,0
AA,MIA,LGA,2015-01-01 09:55:00,10:08:00,13.0,12:58:00,12:45:00,-13.0,183.0,157.0,1
AA,ORD,DFW,2015-01-01 09:55:00,09:52:00,-3.0,12:30:00,12:46:00,16.0,155.0,174.0,0
AS,SEA,SFO,2015-01-01 09:55:00,09:55:00,0.0,12:04:00,12:06:00,2.0,129.0,131.0,0
AS,PDX,DFW,2015-01-01 09:55:00,09:55:00,0.0,15:39:00,15:44:00,5.0,224.0,229.0,0
AS,ANC,OGG,2015-01-01 09:55:00,09:55:00,0.0,15:25:00,15:15:00,-10.0,390.0,380.0,0
B6,JFK,SJU,2015-01-01 09:55:00,10:02:00,7.0,14:42:00,14:53:00,11.0,227.0,231.0,1
B6,MCO,SJU,2015-01-01 09:55:00,09:52:00,-3.0,13:40:00,13:27:00,-13.0,165.0,155.0,0
DL,SLC,DFW,2015-01-01 09:55:00,10:19:00,24.0,13:34:00,14:02:00,28.0,159.0,163.0,1
DL,ATL,JAX,2015-01-01 09:55:00,09:52:00,-3.0,11:02:00,10:55:00,-7.0,67.0,63.0,0
DL,IND,DTW,2015-01-01 09:55:00,09:50:00,-5.0,11:13:00,10:51:00,-22.0,78.0,61.0,0
EV,DEN,LNK,2015-01-01 09:55:00,10:00:00,5.0,12:17:00,12:09:00,-8.0,82.0,69.0,0
EV,DEN,LFT,2015-01-01 09:55:00,10:06:00,11.0,13:39:00,13:40:00,1.0,164.0,154.0,1
EV,SDF,DTW,2015-01-01 09:55:00,09:50:00,-5.0,11:18:00,11:16:00,-2.0,83.0,86.0,0
EV,DEN,ISN,2015-01-01 09:55:00,11:03:00,68.0,12:45:00,13:44:00,59.0,110.0,101.0,2
MQ,ORD,DBQ,2015-01-01 09:55:00,09:54:00,-1.0,10:53:00,10:42:00,-11.0,58.0,48.0,0
MQ,ORD,FAR,2015-01-01 09:55:00,09:52:00,-3.0,11:43:00,11:39:00,-4.0,108.0,107.0,0
MQ,ORD,OMA,2015-01-01 09:55:00,09:51:00,-4.0,11:28:00,11:22:00,-6.0,93.0,91.0,0
OO,SAN,LAX,2015-01-01 09:55:00,09:53:00,-2.0,10:55:00,10:47:00,-8.0,60.0,54.0,0
OO,DEN,MKE,2015-01-01 09:55:00,10:22:00,27.0,13:18:00,13:28:00,10.0,143.0,126.0,1
OO,LAX,LAS,2015-01-01 09:55:00,09:49:00,-6.0,11:11:00,11:02:00,-9.0,76.0,73.0,0
OO,DEN,FCA,2015-01-01 09:55:00,10:08:00,13.0,12:18:00,12:23:00,5.0,143.0,135.0,1
OO,PHX,ELP,2015-01-01 09:55:00,09:47:00,-8.0,11:16:00,11:08:00,-8.0,81.0,81.0,0
UA,DEN,DCA,2015-01-01 09:56:00,10:02:00,6.0,15:13:00,14:54:00,-19.0,197.0,172.0,1
B6,ORD,JFK,2015-01-01 09:56:00,10:09:00,13.0,12:59:00,12:59:00,0.0,123.0,110.0,1
EV,ATL,CAE,2015-01-01 09:56:00,09:51:00,-5.0,10:57:00,10:38:00,-19.0,61.0,47.0,0
EV,SYR,IAD,2015-01-01 09:56:00,09:48:00,-8.0,11:14:00,10:58:00,-16.0,78.0,70.0,0
HA,HNL,ITO,2015-01-01 09:56:00,09:52:00,-4.0,10:47:00,10:39:00,-8.0,51.0,47.0,0
UA,DEN,IAD,2015-01-01 09:57:00,10:34:00,37.0,15:14:00,15:23:00,9.0,197.0,169.0,1
UA,DEN,BOS,2015-01-01 09:57:00,11:52:00,115.0,15:45:00,17:16:00,91.0,228.0,204.0,2
UA,DEN,FLL,2015-01-01 09:57:00,10:05:00,8.0,15:44:00,15:55:00,11.0,227.0,230.0,1
B6,PBI,BOS,2015-01-01 09:57:00,09:51:00,-6.0,12:51:00,12:51:00,0.0,174.0,180.0,0
OO,DEN,MLI,2015-01-01 09:58:00,10:06:00,8.0,12:58:00,12:58:00,0.0,120.0,112.0,1
UA,RIC,ORD,2015-01-01 09:58:00,09:52:00,-6.0,11:11:00,10:59:00,-12.0,133.0,127.0,0
US,PHX,JFK,2015-01-01 09:58:00,09:57:00,-1.0,16:50:00,16:31:00,-19.0,292.0,274.0,0
US,PHX,IAH,2015-01-01 09:58:00,09:56:00,-2.0,13:37:00,13:28:00,-9.0,159.0,152.0,0
B6,JFK,LAS,2015-01-01 09:58:00,09:53:00,-5.0,12:49:00,12:54:00,5.0,351.0,361.0,0
EV,DEN,SDF,2015-01-01 09:58:00,10:09:00,11.0,14:29:00,14:27:00,-2.0,151.0,138.0,1
OO,DEN,DFW,2015-01-01 09:58:00,10:24:00,26.0,12:53:00,13:26:00,33.0,115.0,122.0,1
US,PHX,BOS,2015-01-01 09:59:00,10:04:00,5.0,16:51:00,16:28:00,-23.0,292.0,264.0,0
